,game_id,status,rating,rating_count,tags,ave_session_time,platforms
360,195390,Released,4.7,533.0,"Dark, Female Protagonist, Horror, Multiple Endings, Otome, Romance, Spooky, Yuri",,"Windows, macOS, Linux"
361,739541,In development,4.7,49.0,"Boys' Love, Fantasy, Yaoi",About an hour,"Windows, macOS, Linux"
362,453349,Released,4.5,157.0,"2D, 8-Bit, Arcade, Horror, NES (Nintendo Entertainment System), Pixel Art, Retro, Spooky",,"HTML5, Windows, macOS"
363,21746,In development,4.5,151.0,"Atmospheric, Cyberpunk, Dark, Experimental, Exploration, First-Person, glitch, mind-bending, Noir, weird",About a half-hour,"Windows, macOS, Linux"
364,617803,Released,4.6,541.0,"2D, Fantasy, Funny, Godot, Ludum Dare 46, Open Source, Pixel Art, Short, Singleplayer",A few minutes,"HTML5, Windows, Linux"
365,223568,Released,4.4,111.0,"16-bit, 2D, Anime, Arcade, Fangame, GameMaker, High Score, Pixel Art, Singleplayer",A few minutes,Windows
366,296136,Released,4.6,94.0,"Demake, demakejam, PICO-8, Space Sim",,"HTML5, Windows, macOS, Linux"
367,2697906,Released,5.0,8.0,"1-bit, 2D, 8-Bit, Arcade, Flying, Playdate, Retro, Shoot 'Em Up",A few minutes,
368,54706,In development,4.5,155.0,"Action-Adventure, Action RPG, Atmospheric, Co-op, myth, mythology, Pixel Art",About an hour,"Windows, macOS"
369,3265177,Released,4.5,4.0,"2D, 8-Bit, godo, Horror, Pixel Art, Psychological Horror, Retro, storygame, ZX Spectrum",,"HTML5, Windows"
370,7614,Released,4.6,56.0,"Driving, Multiplayer, parking, saga",A few seconds,Windows
371,1045805,Released,4.9,276.0,"Dating Sim, gxb, Horror, Otome, Psychological Horror, Romance",,
372,296921,In development,4.5,196.0,"2D, 8-Bit, Arcade, Demake, Horror, Pixel Art, Retro",,"HTML5, Windows"
373,804125,Released,4.8,31.0,"Atmospheric, Cute, First-Person, Horror, Low-poly, Singleplayer, Spooky, Spoopy, Walking simulator",,Windows
374,3207047,In development,5.0,23.0,"Otome, Romance",About an hour,"Windows, macOS, Linux"
375,1785555,In development,4.8,641.0,"PvP, Turn-based",About a half-hour,Windows
376,193229,Released,4.6,79.0,"Horror, Indie, Mystery, Pixel Art, Point & Click, puzzles, Retro, Short, Singleplayer, Spooky",About a half-hour,"Windows, Linux"
377,1140553,Released,4.3,55.0,"1-bit, 2D, Dungeon Crawler, Game Boy, Game Boy ROM, gb-studio, gbstudio, Roguelike, Roguelite",,HTML5
378,3077380,Released,4.8,108.0,"Dating Sim, Fangame, Female Protagonist, Otome, Romance",About an hour,"HTML5, Windows, macOS"
379,1684601,Released,4.8,439.0,"Character Customization, Dating Sim, Fantasy, Female Protagonist, LGBT, Meaningful Choices, Multiple Endings, Romance, Story Rich, Twine",A few hours,HTML5
380,715721,In development,4.7,35.0,"2D, Cute, floraverse, Furry, Pixel Art, Retro, Singleplayer",,"Windows, macOS, Linux"
381,119294,Released,4.8,68.0,"escape, Point & Click, secrets, skutnik, submachine",A few hours,Windows
382,2862552,In development,4.8,48.0,"Economy, hardware, Management, Tycoon",A few hours,"HTML5, Windows, Linux"
383,1915735,Released,4.7,23.0,"1-bit, celeste, Open Source, Playdate",A few minutes,
384,63589,Released,4.6,517.0,"16-bit, 2D, Boss battle, Difficult, Experimental, GameMaker, Ludum Dare 35, Pixel Art, Puzzle-Platformer, weird",,Windows
385,1922888,Released,4.7,63.0,"Controller, Endless, First-Person, FPS, movement, Robots, Singleplayer, Voxel",,"HTML5, Windows, Android"
386,1879585,Released,4.5,275.0,"Atmospheric, Horror, Indie, PSX (PlayStation), Retro, Singleplayer, Story Rich, Voice Acting",A few hours,Windows
387,59338,Released,4.3,32.0,"8-Bit, Boss battle, Difficult, Exploration, Female Protagonist, Metroidvania, princess, Retro, Robots, Space",A few hours,"Windows, Android"
388,1744815,Released,4.8,407.0,"boba, boba-tea, Cats, Cute, Idle, Point & Click, shop-simulation, Tycoon, Working Simulator",A few minutes,HTML5
389,1224810,Released,3.4,20.0,"3D, Atmospheric, Creepy, Horror, Multiplayer, Short, Singleplayer, Survival Horror",A few minutes,"Windows, Linux, Android"
390,95189,In development,4.8,608.0,"1-bit, Exploration, Horror, Mystery, mythology, Retro, suspense, Text based, Turn-based, weird",About a half-hour,"Windows, macOS"
391,1936153,In development,5.0,8.0,"3D, Third Person, Third-Person Shooter, Unreal Engine",A few seconds,"Windows, macOS, Android"
392,232934,Released,4.7,429.0,"City Builder, Futuristic, Incremental, Management, Pixel Art, resource-management, Sci-fi, Singleplayer, Space, Space Sim",About an hour,HTML5
393,2416091,Released,4.2,9.0,"2D, Anime, Christmas, girl-friend, ray_kbys, Ren'Py, sylvie, teaching-feeling",,"Windows, macOS, Linux, Android"
394,1082044,Released,4.3,215.0,"City Builder, Economy, Endless, Farming, Management, Relaxing, Sandbox, Space",About an hour,"HTML5, Windows"
395,2477228,Released,4.9,14.0,"2D, Arcade, Funny, live-action, Two Player, Versus",A few minutes,
396,2656478,Released,4.3,206.0,"3D, Atmospheric, Creepy, creepypasta, First-Person, Horror, Low-poly, PSX (PlayStation), Short, Unity",,Windows
397,1110444,Released,4.0,13.0,"customnight, fanmade, Five Nights at Freddy's, official, original, ultimate, ultra",,"Windows, Android"
398,1893547,Released,4.8,53.0,"3D, Atmospheric, Creepy, First-Person, Horror, Pixel Art, Retro, Short, Story Rich, Text based",About a half-hour,Windows
399,1893547,Released,4.8,53.0,"3D, Atmospheric, Creepy, First-Person, Horror, Pixel Art, Retro, Short, Story Rich, Text based",About a half-hour,Windows
400,340666,Released,4.8,435.0,"Creative, Crime, Dystopian, Gay, Ludum Dare 43, Narrative, Pixel Art",,Windows
401,147837,Released,4.6,207.0,"Anime, Cute, Dating Sim, Fantasy, Female Protagonist, Lesbian, LGBT, mermaid, Ren'Py, Yuri",About a half-hour,"Windows, macOS, Linux, Android"
402,225997,Released,4.7,254.0,"Atmospheric, Casual, Exploration, First-Person, Narrative, Non violent, One-shot, Relaxing, Short, Singleplayer",About an hour,"Windows, macOS, Linux"
403,40576,Released,4.7,376.0,"2D, Crime, Detective, Ludum Dare 32, Mystery, Point & Click, Touch-Friendly",A few minutes,HTML5
404,916026,In development,4.7,721.0,,,HTML5
405,251501,Released,4.9,55.0,"16-bit, frenzy, luigi, mario, power-star, power-star-frenzy, psf, randomnick, smpsf, super-mario",,Windows
406,870996,Released,4.4,16.0,"Brain Training, Co-op, Escape Game, Unity",About an hour,Windows
408,1348193,In development,4.6,184.0,"Dark Fantasy, Dystopian, Fantasy, LGBT, Romance, Text based, Twine",About a half-hour,HTML5
409,1173730,Released,4.8,53.0,"Horror, Lovecraftian Horror, one-button, Pixel Art",,"Windows, macOS"
410,3111636,Prototype,4.9,132.0,"Coming Of Age, Narrative, Short, Singleplayer, Slice Of Life, Story Rich, Surreal, weird",About a half-hour,"Windows, macOS, Linux, Android"
411,1697686,Released,4.7,91.0,"Arcade, Local multiplayer, Multiplayer, social-deduction, Space",A few minutes,Windows
412,2595922,In development,4.4,38.0,"Dragons, drama, Fantasy, First-Person, Romance, Sci-fi, Singleplayer, Slice Of Life",About an hour,"Windows, macOS, Linux"
413,2295033,Released,4.8,608.0,"desktop, Experimental, Ludum Dare, Ludum Dare 54, Shoot 'Em Up, Top down shooter, Twin Stick Shooter, Vector, weird, windows",,"Windows, Linux"
414,2089360,In development,4.4,46.0,"Crime, Furry, Gay, LGBT, LGBTQIA, Sci-fi",,"Windows, macOS"
415,2510281,Released,4.4,192.0,"Horror, PSX (PlayStation), Short, Singleplayer",,Windows
416,1228289,Released,4.5,145.0,"3D, Exploration, First-Person, Horror, PSX (PlayStation), Surreal",About an hour,Windows
417,1993864,Released,4.7,325.0,"artgame, Atmospheric, Bitsy, Experimental, Minimalist, Narrative, Short, Simple, weird",A few minutes,HTML5
418,2492047,Released,4.8,618.0,"3D, Female Protagonist, Indie, Singleplayer, Speedrun",,"Windows, Linux"
419,552652,Released,4.7,1099.0,"3D, Atmospheric, Experimental, First-Person, Funny, glitch, mind-bending, Puzzle-Platformer, Unity",,"HTML5, Windows"
420,41815,Released,4.5,144.0,"Cult Classic, Fantasy, GameMaker, glitch, Pixel Art, Roguelike",A few hours,"Windows, macOS, Linux"
421,1362657,Released,4.8,2093.0,"2D, Cute, Deck Building, Dungeon Crawler, Pixel Art, Roguelike, Roguelite, Turn-based",About an hour,"HTML5, Windows, macOS, Linux"
422,571792,Released,4.9,18.0,"Commodore 64, Pixel Art, Retro",,
423,1441275,Released,4.9,102.0,"Amare, Fantasy, Gay, Horror, LGBT, Meaningful Choices, Otome, Romance, Text based",A few hours,"Windows, macOS, Linux"
424,172500,Released,4.8,102.0,"Anime, Cute, Dating Sim, Female Protagonist, Life Simulation, Multiple Endings, Otome, Romance, Slice Of Life",,"Windows, macOS, Linux"
425,1995997,Released,4.8,100.0,"Amare, Comedy, Dating Sim, LGBTQIA, prince, Ren'Py, Romance, Short, Text based",,"HTML5, Windows, macOS, Linux"
426,2795465,Released,4.8,72.0,"2D, bo-noise, Fangame, Funny, mod, noise, Pixel Art, Pizza Tower, Singleplayer",About a half-hour,Windows
427,1504397,Released,4.6,71.0,"2D, Anime, Boys' Love, Dating Sim, Gay, LGBT, Romance, Slice Of Life, Yaoi",About an hour,"Windows, macOS, Linux, Android"
428,457614,In development,4.7,63.0,"2D, City Builder, Retro",A few hours,"Windows, macOS, Linux"
429,2557309,In development,4.8,110.0,"3D, blocks, Multiplayer",About a half-hour,"Windows, macOS, Linux"
430,415291,Released,4.5,536.0,"2D, Casual, Comedy, Cute, Dark, Ludum Dare 44, minigames, wolvesden",,HTML5
432,716894,Released,4.3,75.0,"3D, Arcade, First-Person, Halloween, Horror, Pixel Art, Procedural Generation, Spooky, Survival Horror, Unity",A few minutes,"HTML5, Windows"
433,1850948,Released,5.0,10.0,"Furry, lagoon-lounge, sfw",,"Windows, Android"
434,1072604,In development,4.7,56.0,"3D, Arcade, Cyberpunk, Dystopian, Flight, Flying, Futuristic, Space",A few minutes,"HTML5, Windows, Linux"
435,802074,Released,4.6,87.0,"Co-op, cowboy, Doom, Multiplayer, online, red-dead-redemption, shaggy, shaggy-online, shaggy-ultra-instinct",,"HTML5, Windows"
436,2907459,Released,4.8,88.0,2D,A few minutes,HTML5
437,244653,Released,4.7,110.0,"Anime, Female Protagonist, Life Simulation, Meaningful Choices, Otome, Ren'Py",,"Windows, macOS, Linux"
438,2386872,Released,4.8,15.0,"Fangame, Five Nights at Freddy's, Horror, Meme, terror",,"HTML5, Android"
439,1626585,In development,4.5,27.0,"Low-poly, on-rails, Retro, Shoot 'Em Up, space-harrier, star-fox, starfox, stg",,"Windows, macOS, Linux"
440,1683722,Released,4.8,60.0,"Boys' Love, Comedy, Cute, Indie, Kinetic Novel, LGBT, Romance, Slice Of Life, Yaoi",,"Windows, macOS, Linux"
441,1523251,Released,4.9,19.0,"1-bit, botany, Comics, Hand-drawn, Playdate, Retro, Space",,
442,1410244,Released,4.9,106.0,"Horror, Low-poly, Multiple Endings, Mystery, Narrative, Point & Click, Retro, Singleplayer, Surreal",,
443,24484,In development,4.7,464.0,"Dating Sim, Female Protagonist, First-Person, Management, Moddable, Multiple Endings, Ren'Py, Romance, Story Rich",A few hours,"Windows, macOS, Linux"
444,240797,Released,4.5,786.0,"1-bit, Frogs, Indie, minit, Retro, Speedrun, Time Attack",A few seconds,"Windows, macOS, Linux"
445,240855,Released,4.8,153.0,"aprils-fool, Comedy, Ren'Py, Slice Of Life, va-11-hall-a",,"Windows, macOS, Linux"
446,1482363,In development,4.9,56.0,"5, Boys' Love, Fangame, Multiple Endings, persona, persona-5",,"Windows, macOS"
447,924919,Released,4.5,62.0,,,"Windows, macOS, Linux"
448,3271271,In development,5.0,5.0,"3D, Creepy, First-Person, Horror, Indie, Retro, Short, Singleplayer, Unity",About a half-hour,Windows
449,573563,Released,4.7,143.0,"2D, Atmospheric, Minimalist, Pixel Art, RPG Maker, Short",About a half-hour,"Windows, macOS, Linux"
450,730766,Released,4.6,85.0,"2D, builder, Clicker, Idle, Incremental, Management",,"Windows, macOS, Linux, Android"
451,76077,In development,4.8,173.0,"caves, haunty-tonk, kentucky, Magical Realism",A few hours,"Windows, macOS, Linux"
452,1391574,Prototype,4.7,248.0,,,"Windows, macOS, Linux"
453,47011,Prototype,4.6,265.0,"Abstract, Difficult, Endless, Ludum Dare, Ludum Dare 34, Minimalist, Procedural Generation",A few minutes,HTML5
454,129655,Released,4.8,633.0,"Colorful, Cute, Dating Sim, LGBT, Multiple Endings, Ren'Py",A few hours,"Windows, macOS, Linux"
455,1963253,In development,4.9,266.0,"Dating Sim, mafia, mafiafell, Mystery, Noir, Romance, Twine, Undertale",About a half-hour,HTML5
456,263277,Released,4.8,80.0,"Anime, Fantasy, Female Protagonist, Lesbian, LGBT, Mystery, Romance, supernatural, Yuri",,"Windows, macOS, Linux"
457,2414536,In development,4.8,12.0,"2D, Furry, Gay, LGBT, muscle",,"Windows, macOS"
458,188760,Released,4.8,105.0,"artgame, collaboration, collection, Experimental, First-Person, gallery, museum, party-game, Walking simulator, zine",,"Windows, macOS, Linux"
459,1101792,Released,4.9,130.0,"Anime, Cute, Dating Sim, Fantasy, Female Protagonist, Otome, Romance, Singleplayer, Story Rich",,"HTML5, Windows, macOS, Linux"
460,254149,In development,4.4,50.0,,,"Windows, macOS"
461,1599314,Released,4.8,80.0,"2D, Atmospheric, Dark, Gay, Lesbian, LGBT, Ren'Py, Short, Yuri",About an hour,"Windows, macOS, Linux, Android"
462,1171180,Released,4.9,64.0,"analogue-pocket, Game Boy, Game Boy ROM, gbstudio, Narrative, Pixel Art, pocket, Story Rich",About a half-hour,HTML5
463,2277001,Released,4.9,42.0,"3D, Atmospheric, Cozy, Cute, Low-poly, Meaningful Choices, Narrative, Singleplayer, Story Rich",,HTML5
464,2474768,In development,4.6,62.0,"Amare, Dark, Dating Sim, Horror, Meaningful Choices, Multiple Endings, Mystery, Psychological Horror, Romance",,"HTML5, Windows, macOS, Linux"
465,876894,Released,4.7,75.0,"Atmospheric, GameMaker, Pixel Art, Relaxing, Tentacles, Typing",A few minutes,"HTML5, Windows, Linux"
466,2768439,Released,4.9,107.0,"2D, 3D, Bullet Hell, Fangame, Pixel Art, Singleplayer",,"Windows, macOS"
467,528240,Released,4.8,51.0,"Atmospheric, dont, escape, Escape Game, Pixel Art, Point & Click, Singleplayer, Story Rich",,"Windows, macOS"
468,1145806,In development,4.5,33.0,"First-Person, FPS, Retro, slaughter",,Windows
469,383934,Released,4.9,50.0,"Atmospheric, Exploration, Fantasy, Female Protagonist, Gore, orc, Pixel Art, Retro, Story Rich",About an hour,"Windows, Linux"
470,998672,In development,4.9,8.0,"Dungeon Crawler, First-Person, grid-based",About an hour,"Windows, Linux"
471,69899,Released,4.4,51.0,"2D, Anime, Halloween, Multiple Endings, Mystery, novela-visual, Ren'Py, Romance, spanish",About an hour,"Windows, macOS, Linux, Android"
472,1521100,Released,5.0,24.0,"Dungeon Crawler, ZX Spectrum",,
473,2357907,Released,4.6,28.0,"Atmospheric, Creepy, First-Person, Liminal space, Mystery, Psychological Horror, Spooky, Surreal, Walking simulator, weird",About a half-hour,"Windows, macOS, Linux"
474,508242,Released,4.7,75.0,"Pixel Art, Short, Singleplayer",About a half-hour,Windows
475,2289267,Released,4.4,137.0,"3D, Creepy, Dark, Exploration, First-Person, Horror, Indie, Psychological Horror, Short, Singleplayer",A few minutes,Windows
476,1806064,In development,5.0,7.0,"Arcade, Emulator, Indie, mame, Oculus Quest, Retro, Unity, Virtual Reality (VR)",,
477,543894,Released,4.8,41.0,"Animals, Game Boy, Pixel Art, Retro, witch",A few minutes,HTML5
480,1881272,In development,4.0,32.0,"inflation, pregnant, Slime",,"Windows, macOS"
481,1353356,Released,4.4,150.0,"3D, Atmospheric, Creepy, First-Person, Horror, Psychological Horror, Short, Singleplayer, spanish, Unreal Engine",,"Windows, macOS"
482,1500707,Released,4.7,336.0,"2D, Anime, Cute, Female Protagonist, Lesbian, LGBT, RPG Maker, Short, Yuri",A few minutes,"HTML5, Windows, macOS, Linux"
483,491622,Released,4.5,79.0,"3D, Aliens, Atmospheric, Destruction, Experimental, First-Person, Low-poly, political, Singleplayer",About a half-hour,"Windows, macOS, Linux"
484,1514131,Released,4.8,4.0,"caper, Christmas, Commodore 64, designs, quasimodo, rwx",A few minutes,
485,2770217,In development,4.7,28.0,"Cozy, Cute, Horror, skittering-peaks",,HTML5
492,610128,Released,4.3,100.0,"hauntedps1, Horror, Low-poly, PSX (PlayStation), underwater",,"Windows, macOS, Linux"
493,901999,Released,4.4,172.0,"2D, Atmospheric, Casual, Experimental, Exploration, Global Game Jam, Management, Open World, Relaxing, Trading",About a half-hour,"HTML5, Windows, macOS, Linux"
494,1904297,In development,4.5,22.0,,,"HTML5, Windows, macOS, Linux, Android"
495,364611,In development,4.7,203.0,"2D, Casual, Cute, Fantasy, Farming, Pixel Art, Romance, Singleplayer, Unity",,"Windows, macOS, Linux"
496,1693823,Released,4.7,88.0,"2D, PICO-8, Pixel Art, Tower Defense",,HTML5
497,2448117,Released,4.7,86.0,"2D, Christmas, collection, Creepy, Cute, Female Protagonist, Pixel Art, RPG Maker, Short",A few minutes,"Windows, macOS, Linux"
498,2873212,Released,4.6,271.0,"3D, Cute, Female Protagonist, Horror, Indie, Low-poly, PSX (PlayStation), Psychological Horror, Retro, Short",About a half-hour,Windows
499,2578651,Released,4.7,98.0,"Action-Adventure, Action RPG, Cute, elf, Exploration, Female Protagonist, Pixel Art, Short, Top-Down",About a half-hour,"HTML5, Windows, macOS, Linux"
500,1568247,Released,4.9,8.0,"collectathon, Colorful, Cute, insects, nature, Open Source, pangea-software, Remake, source-port, Third Person",A few minutes,"Windows, macOS, Linux"
501,403815,In development,4.7,47.0,"Exploration, Game Boy, Metroidvania, Pixel Art, Puzzle-Platformer, Retro, Singleplayer, Unity",About a half-hour,"Windows, macOS, Linux"
502,344507,Released,4.5,57.0,"2D, Local Co-Op, Local multiplayer, Mechs, party-game, Pixel Art, Robots, Romance, Split Screen",About a half-hour,"Windows, macOS, Linux"
503,1325702,Released,4.8,19.0,"Anime, chinese, Gacha, guns-girlz, japanese, mihoyo, tool, translation, Zombies",,"Windows, macOS, Linux, Android"
504,792758,Released,4.7,68.0,"2D, Animals, Clicker, Cute, Dark Humor, Dogs, GameMaker, Idle",,Windows
505,1713484,In development,4.7,113.0,"Dating Sim, Fantasy, LGBT, LGBTQIA, Magic, Queer, Romance, Story Rich, Text based, Twine",,HTML5
506,2265699,In development,4.3,29.0,,,"Windows, macOS, Linux, Android"
507,1450561,Released,4.4,26.0,"2D, Cute, Dating Sim, Furry, Ren'Py, Short, Singleplayer",About a half-hour,"Windows, macOS"
508,1653752,Released,4.7,22.0,"Gacha, Gacha Club",,"Windows, Android"
509,3193556,Released,4.8,22.0,"Boys' Love, Christmas, Comedy, Family Friendly, LGBT, LGBTQIA, Romance, Story Rich, Transgender",A few seconds,"Windows, macOS, Android"
510,2709861,In development,4.8,5.0,"3D, Atmospheric, Creepy, Dinosaurs, First-Person, Horror, Indie, Retro, Singleplayer, Unreal Engine",About a half-hour,Windows
511,84541,Released,4.2,142.0,"Boys' Love, Comedy, Dating Sim, Gay, LGBT, Multiple Endings, Romance, spies, Yaoi",A few seconds,"Windows, macOS, Linux, Android"
512,415510,Released,4.0,114.0,"2D, Mouse only, Pixel Art, Sandbox, Singleplayer, Turn-based, Turn-based Strategy, War",,"HTML5, Windows, macOS"
513,264662,Prototype,4.1,45.0,"Atmospheric, First-Person, Horror, Multiplayer, Survival Horror, Tower Defense",A few seconds,"Windows, macOS, Linux"
514,2032527,Released,4.9,164.0,"Cozy, cyoa, Dating Sim, Exploration, Fantasy, Singleplayer, underswap, Undertale",A few hours,HTML5
515,2032040,Released,4.9,100.0,"Dating Sim, dottore, genshin, il-dottore, impact, Otome, Singleplayer",,"Windows, macOS, Linux, Android"
516,271459,Released,4.8,702.0,"Character Customization, Characters, customization, dress, dress-up, Gacha, gacha-simulator, gachaverse, lunime",,Windows
517,1914196,Released,4.6,145.0,"Atmospheric, Creepy, Dark, First-Person, Horror, monochrome, ps1, PSX (PlayStation), Psychological Horror, vhs",About a half-hour,Windows
518,1583573,Released,4.8,71.0,"Horror, Lesbian, LGBT, LGBTQIA, Queer, Vampire",,HTML5
519,543813,In development,4.5,330.0,"Escape Game, Point & Click",,"Windows, macOS"
520,1432620,In development,3.7,37.0,"3D, Co-op, First-Person, Ghosts, Horror, Low-poly, Multiplayer, phasmophobia, Voice Acting",A few minutes,"HTML5, Windows, Android"
521,2693638,Prototype,4.7,12.0,"3D, Co-op, Horror, Low-poly, Multiplayer, PSX (PlayStation), Retro, Survival Horror, Third Person",About a half-hour,Windows
522,1687693,In development,4.4,30.0,"3D, Cartoon, changed, Cute, Difficult, Fangame, Horror, Singleplayer, Unreal Engine",A few hours,Windows
523,746675,Released,4.9,23.0,"Anime, Female Protagonist, Ghosts, Horror, Lesbian, LGBT, Romance, Sci-fi, Thriller, Yuri",A few hours,"Windows, macOS, Linux, Android"
524,27564,Prototype,4.8,72.0,Cyberpunk,,
525,65747,Released,4.7,584.0,"Action-Adventure, Dating Sim, Fantasy, free, indonesia, nusantara, Otome, Romance, tribal, winged",,"Windows, macOS, Linux"
526,276535,Released,4.6,280.0,"Bara, coming-out, Dating Sim, Gay, LGBT, Queer, Romance, Slice Of Life, Yaoi",A few hours,"Windows, macOS, Linux, Android"
527,2816104,Released,4.7,13.0,"3D, First-Person, FPS, Horror, Indie, PSX (PlayStation), Retro, Survival Horror, War",A few minutes,Windows
528,1770250,Released,4.5,275.0,"3D, Atmospheric, Cute, First-Person, Horror, Retro, Singleplayer",,
529,336439,Prototype,4.5,37.0,"2D, Metroidvania, Pixel Art",,Windows
530,1168467,Released,4.9,12.0,"Board Game, Chess, Mouse only, Multiplayer, Pixel Art, Space",A few seconds,"Windows, Linux"
531,1555657,Released,4.7,400.0,"2D, Arcade, Bullet Hell, Endless, Pixel Art, Retro, Roguelike, Score Attack, Singleplayer, Top-Down",,"HTML5, Windows"
532,906496,Released,4.4,60.0,"Abstract, disturbing, Exploration, Halloween, Horror, Point & Click, secrets, Surreal, weird",A few minutes,Windows
533,2592473,Released,4.8,147.0,"2D, Creepy, Cute, Female Protagonist, Horror, LGBT, LGBTQIA, Pixel Art, RPG Maker, Short",About an hour,"Windows, macOS, Linux"
534,3261154,Released,5.0,1.0,,,
535,2243754,Released,4.8,56.0,"Fairy Tale, folk-horror, Horror, Magic, Multiple Endings, Psychological Horror, witch",,"Windows, macOS, Linux"
536,167215,Released,4.4,136.0,"artificial-intelligence, Cyberpunk, Mouse only, Robots, Sci-fi, Story Rich, Twine",About a half-hour,"Windows, macOS, Linux"
537,144873,Released,4.5,239.0,"2D, Atmospheric, Exploration, Hand-drawn, Narrative, Non violent, Point & Click",About a half-hour,"Windows, macOS"
538,1513769,Released,4.4,35.0,"3D, Baldi's Basics, fake-education, First-Person, foxo, Horror, Survival Horror, Unity, weird",A few hours,"Windows, Linux"
539,2227877,Released,4.5,102.0,"8-Bit, analogue-pocket, Game Boy, Game Boy ROM, gbstudio, Horror, Metroidvania, Speedrun",About a half-hour,HTML5
540,1466480,Released,3.8,21.0,"2D, Anime, Comedy, Fantasy, Funny, Multiple Endings, Parody, Ren'Py, Story Rich",,"Windows, macOS, Linux, Android"
541,2212770,Released,4.4,8.0,"3D, 3D Platformer, Low-poly, Short, Singleplayer",,"Windows, Linux, Android"
542,987268,Released,4.3,24.0,"3D, Atmospheric, Co-op, First-Person, Horror, Multiplayer, pixel, PSX (PlayStation), Unity",About an hour,Windows
543,1130050,Released,4.5,316.0,"Atmospheric, haunted-ps1, Horror, ps1, PSX (PlayStation), resident-evil, scary, Short, silent-hill, Unity",About a half-hour,"Windows, macOS, Linux"
544,245298,Released,4.5,342.0,"Female Protagonist, norway, Pixel Art, Point & Click, Retro, Sci-fi, Story Rich",About a half-hour,"Windows, macOS, Linux"
545,2676999,In development,4.8,9.0,"geography, map, observation, War",,"Windows, macOS, Linux"
546,1519850,Released,4.4,119.0,"3D, Atmospheric, Creepy, First-Person, Horror, Psychological Horror, Retro, Short, Singleplayer",,Windows
547,173796,Released,4.7,388.0,"3D, Exploration, First-Person, Horror, Lo-fi, Retro, Singleplayer, Story Rich, Walking simulator",About an hour,"Windows, macOS"
548,2715023,Released,4.9,110.0,Golf,,
549,2805989,In development,4.8,48.0,"Dating Sim, josei, Life Simulation, Otome, Romance, Slice Of Life",,"Windows, macOS"
550,35729,Released,4.6,99.0,"3D, Abstract, artgame, Atmospheric, Experimental, Exploration, First-Person, Horror, Pixel Art, Singleplayer",A few minutes,Windows
551,2943487,Released,4.9,14.0,"Horror, Lovecraftian Horror, Meaningful Choices, Monsters, monstrousdesires, Romance, spooktober24",,"HTML5, Windows"
552,483287,On hold,4.9,15.0,"Historical, ocean, Physics, realistic, Sailing, sea, ship, slow, weather",About a half-hour,Windows
553,16569,Prototype,4.5,115.0,"Arcade, Driving, Retro, Time Attack",About a half-hour,"Windows, macOS, Linux"
554,736669,Released,4.5,40.0,"Multiplayer, Touhou",A few minutes,"HTML5, Windows"
555,1002252,In development,4.4,23.0,"3D, Arcade, Top down shooter, Unity",A few minutes,Windows
556,901232,Released,4.4,71.0,"arctic, dinohazard, Dinosaurs, hazard, Horror, snow",,Windows
557,34954,In development,4.6,50.0,"16-bit, 2D, Arcade, Local Co-Op, Pixel Art, Retro, Shoot 'Em Up, Side Scroller",A few minutes,Windows
558,50324,Released,4.5,189.0,"2D, Anime, demo, Gothic, Romance, Story Rich, Yaoi",A few hours,"Windows, macOS, Linux, Android"
559,1924481,In development,4.9,50.0,"Comedy, Dating Sim, LGBT, Multiple Endings, Otome, Romance",,"Windows, macOS, Linux"
560,1454757,In development,4.8,432.0,"Comedy, Dark Humor, Horror, LGBT, Monsters, Mystery, Narrative, Romance, Twine",About a half-hour,HTML5
561,1027533,Released,4.7,182.0,"Amare, Atmospheric, drama, Fantasy, Female Protagonist, Indie, Otome, Romance, Sci-fi",,"Windows, macOS"
562,196960,Released,4.4,306.0,"City Builder, communist, Experimental, leftist, socialist, utopia",A few minutes,"HTML5, Windows, macOS, Linux"
563,138180,Released,4.7,48.0,"3D, Exploration, Life Simulation, Low-poly, mind-bending, Non violent, Open World, Procedural Generation, Sandbox, Third Person",A few hours,"Windows, macOS, Linux"
564,2988671,Released,5.0,6.0,"Exploration, Hand-drawn, Mystery, Spooky",About a half-hour,"Windows, macOS"
565,1533594,Released,4.6,9.0,"Arcade, classic, comecocos, Ghosts, maze, pacman, Playdate",,
566,822886,Released,4.6,127.0,"3D, First-Person, FPS, guns, Low-poly, Unity, wave-based, Zombies",About a half-hour,"HTML5, Windows"
567,505117,Released,4.7,257.0,"Funny, Mystery, Point & Click, Short, Singleplayer, Story Rich",A few minutes,"HTML5, Windows, macOS, Linux, Android"
568,203447,Released,4.3,28.0,"Arcade, Commodore 64, luftrauserz, paul-koller, Retro, rgcd, Shoot 'Em Up, vlambeer",,"Windows, macOS, Linux"
569,2911462,In development,4.6,23.0,,,Windows
570,874491,In development,4.7,63.0,"Comedy, Dating Sim, Female Protagonist, Narrative, Otome, Romance, Slice Of Life, Story Rich",A few hours,"Windows, macOS, Linux"
571,24775,Prototype,4.6,99.0,"Arcade, Music, Western",,"Windows, macOS, Linux"
572,322138,Released,4.5,122.0,"First-Person, glitch, Horror, mind-bending, psychedelic, Retro, Sci-fi, Short, Story Rich",,Windows
573,76416,In development,4.3,472.0,"3D, artgame, Atmospheric, Experimental, islands, liminal, Surreal",About an hour,"Windows, macOS, Linux"
