game_id,title,genre,author,text,link,status,rating,rating_count,tags,ave_session_time,platforms
418153,QT (free),Adventure,HappySnakeGames,a very cute game with a very spooky beginning,https://happysnakegames.itch.io/qt,Released,4.6,143.0,"Cute, happy-snake-games, Horror",,"Windows, macOS, Linux"
419227,Broil My Buns,Visual Novel,simone 🐛,A fast food based dating simulator! 🍔🍟,https://slugs.itch.io/broil-my-buns,Released,4.5,133.0,"Comedy, Dating Sim, Romance",,"Windows, macOS"
425350,Sonic Revert,Racing,Taldius,Online multiplayer Sonic fan game,https://taldius.itch.io/sonic,Released,4.5,249.0,"3D, 3D Platformer, Fangame, Fast-Paced, Multiplayer, Physics, Remake, sonic",About a half-hour,"HTML5, Windows, macOS, Linux"
426461,Peckin' Pixels,Simulation,Waving Walrus Games,Cute pixel-art chicken farm simulator.,https://wavingwalrus.itch.io/peckin-pixels,Released,4.7,360.0,"2D, Animals, Chicken, Cute, Farming, Management, Pixel Art, Singleplayer, web",A few minutes,"HTML5, Windows, macOS"
428140,The Light at the End of the Ocean,Visual Novel,Jane Titor,A visual novel about about unlikely friendship and loss of identity,https://janetitor.itch.io/lighthouse,Released,4.5,33.0,"Exploration, Female Protagonist, LGBTQIA, Multiple Endings, Mystery, mythology, Narrative, Point & Click, Story Rich",,"Windows, macOS, Linux"
429212,The Nine Lives of Nim: Fortune's Fool,Visual Novel,Sky Bear Games,A Shakespearean fairy tale visual novel,https://skybeargames.itch.io/fortunes-fool,Released,4.7,21.0,"Casual, Dating Sim, Funny, Life Simulation, Ren'Py, Romance",,"Windows, macOS, Linux"
431606,Kryptic,Puzzle,Fox Chaotica,"A puzzle game, based around codes and ciphers",https://foxchaotica.itch.io/kryptic,Released,4.8,42.0,"Ciphers, codes",A few seconds,"Windows, macOS, Linux"
433685,Cat's Cradle,Platformer,Geo Klironomos,a two-player game of string.,https://geoklironomos.itch.io/cats-cradle,Released,4.8,87.0,"2D, Cats, Colorful, Co-op, Cute, Local Co-Op, Multiplayer, pastel, Puzzle-Platformer",A few minutes,HTML5
436338,GLASS,Platformer,Alex,The fragile platformer.,https://alexstanley.itch.io/glass,In development,4.5,11.0,,,Windows
438963,Sinathir,Role Playing,QuentinWH,Raising sim / survival game inspired by Princess Maker.,https://quentinwh.itch.io/sinathir,In development,4.5,31.0,"2D, Anime, Coming Of Age, Female Protagonist, Life Simulation, Management, RPG Maker, Singleplayer, Top-Down",A few hours,Windows
444351,Atom Zombie Smasher,Strategy,Blendo Games,The only thing preventing the zombie apocalypse is 90 million tons of warheads. And you.,https://blendogames.itch.io/atomzombiesmasher,Released,4.9,10.0,"Local Co-Op, Procedural Generation, Real time strategy, replay-value, Singleplayer, Tactical, Top-Down, Tower Defense, Zombies",About a half-hour,"Windows, macOS, Linux"
445774,Drive Me To The Moon,Simulation,Olivia Haines,space date,https://livvy.itch.io/drive,Released,4.4,44.0,"3D, Cute, Driving",,"Windows, macOS, Linux"
446391,Arcus Chroma: Classic,Fighting,GxGrainSon,"2D fighting game with Colorful Characters, Juggle Combos and Cool Supers",https://gxgrainson.itch.io/arcuschroma,In development,4.8,44.0,"2D, arcus, arcus-chroma, blazblue, brawl, fighting-game, Pixel Art, street-fighter, tekken",,"Windows, macOS"
447041,The Transylvania Adventure of Simon Quest (Demo),Action,Programancer,"Kick Dracula's ass, even if it means you have to resurrect him first in this homage to ClassicVanias!",https://programancer.itch.io/simon-quest,In development,4.7,43.0,"castlevania, classicvania, draculas-curse, Horror, igavania, Monsters, simons-quest, Spooky, universal-monsters",,Windows
448934,SHENZHEN I/O,Puzzle,Zachtronics,SHENZHEN I/O: BUILD CIRCUITS. WRITE CODE. RTFM.,https://zachtronics.itch.io/shenzhen-io,Released,4.3,21.0,"electronics, programming, zach-like",About an hour,"Windows, macOS, Linux"
452815,Fit For A King,Adventure,Kitfox Games,"Henry VIII's simulation sandbox. Marry everything, execute everything!",https://kitfoxgames.itch.io/fit-for-a-king,Released,4.4,56.0,"2D, Alternate History, Dark Humor, Funny, GameMaker, henry-viii, Pixel Art, Retro, Sandbox",A few hours,Windows
453349,Demon Burst,Action,Crowno,2019,https://crowno.itch.io/demon-burst,Released,4.5,157.0,"2D, 8-Bit, Arcade, Horror, NES (Nintendo Entertainment System), Pixel Art, Retro, Spooky",,"HTML5, Windows, macOS"
455721,Headliner: NoviNews,Adventure,Unbound Creations,"Award-winning adventure where you control the news and its impact on society, your friends and career.",https://unboundcreations.itch.io/headliner-novinews,Released,4.4,138.0,"2D, Dystopian, Meaningful Choices, satire, Story Rich",About a half-hour,"Windows, macOS"
456955,SILENT HILL: REMAKE (DEMO),Survival,Zero Trace Operative,,https://zerotraceoperative.itch.io/silenthill,Released,4.4,49.0,"90s, Horror, playstation, ps1, Remake, remastered, Retro, silent-hill, silent-hill-remake, Survival Horror",,Windows
457614,Songs of Syx,Strategy,Jake the Dondorian,A Fantasty City-State Simulator,https://songsofsyx.itch.io/songs-of-syx,In development,4.7,63.0,"2D, City Builder, Retro",A few hours,"Windows, macOS, Linux"
458597,Getting Long,Puzzle,ZeAntwan,A hungry doggy puzzle game,https://zeantwan.itch.io/getting-long,In development,4.4,38.0,"2D, agbic, Dogs, Singleplayer, snake, Sokoban",A few minutes,"HTML5, Windows"
461044,Mutazione,Adventure,Akupara Games,A mutant soap opera where small-town gossip meets the supernatural.,https://akuparagames.itch.io/mutazione,Released,4.8,117.0,"2D, Aliens, Atmospheric, Female Protagonist, Narrative, Point & Click, Relaxing, Sci-fi, Singleplayer, Story Rich",,"Windows, macOS, Linux"
461608,Block Steady,Platformer,gustav_k,Chunky jumpy platformer sprinkled with puzzle!,https://gustav-k.itch.io/block-steady,Released,4.7,141.0,"2D, Cute, Game Maker's Toolkit Jam, Pixel Art, Short",,"HTML5, Windows, macOS, Linux"
464631,Team Fortress Project 2.5 - Penurious Purification,Shooter,Brogrammist,A Touhou x TF2 Bullet Hell Shooter?,https://brogrammist.itch.io/tf2-penurious-purification,Released,4.5,10.0,"Fangame, team-fortress-2, tf2, Touhou, Unity",,Windows
465774,Vincent: The Secret of Myers,Visual Novel,dino999z,A horror adventure visual novel with point & click components,https://dino999z.itch.io/vincent-the-secret-of-myers,In development,4.9,1578.0,"2D, Gore, Horror, Point & Click, Ren'Py, Sci-fi",A few hours,"Windows, macOS, Linux"
465815,Kill or Love,Visual Novel,Andy Church,A thriller/mystery visual novel,https://andy-church.itch.io/kill-or-love,Released,4.5,81.0,"2D, Meaningful Choices, Mystery, Ren'Py, Romance, Singleplayer, Story Rich, suspense, Thriller",,"Windows, macOS, Linux"
467765,Lurkers,Visual Novel,Ertal Games,Chasing Jack the Ripper! A BL Visual Novel,https://ertal-games.itch.io/lurkers,Released,4.8,17.0,"crime-solving, Gay, LGBT, Mystery, Story Rich, Yaoi",A few hours,"Windows, macOS, Linux"
469917,Andromeda Six,Visual Novel,Wanderlust Games,A sci-fi themed Visual Novel game.,https://wanderlust-games.itch.io/andromeda-six,In development,4.9,3517.0,"Amare, Cyberpunk, Dating Sim, Meaningful Choices, Romance, Sci-fi, Story Rich",A few hours,"Windows, macOS, Linux"
471668,Space Wave,Action,hby,Surf the Space Wave!,https://hby.itch.io/space-wave,Released,4.5,38.0,"2D, Bullet Hell, Shoot 'Em Up, Space",,"HTML5, Windows"
473721,Iron Ferret,Action,Bagelcollie,A ferret riding an armoured vehicle,https://bagelcollie.itch.io/iron-ferret,Prototype,4.8,12.0,"2D, GameMaker, Pixel Art, Top-Down",,"Windows, macOS"
474283,Winterlore I,Adventure,Moroi Springs,a folkloric mystery adventure,https://moroisprings.itch.io/zestre,Released,4.5,125.0,"2D, Atmospheric, Casual, Dark, Escape Game, Mouse only, Mystery, Point & Click",About a half-hour,"Windows, macOS"
474481,Arietta of Spirits,Adventure,Third Spirit Games,"A story-driven action-adventure game, following Arietta on her journey to unveil the mysteries of the Spirit Realm.",https://thirdspiritgames.itch.io/ariettaofspirits,Released,4.7,102.0,"2D, Action-Adventure, Atmospheric, Fantasy, Narrative, Pixel Art, Singleplayer, Story Rich",A few hours,Windows
475008,Advent NEON [DEMO],Platformer,CryoGX,Hyperactive 2D Action Platformer,https://cryogx.itch.io/advent-neon,In development,4.7,76.0,"2D, Beat 'em up, combos, GameMaker, Neon, Pixel Art, Singleplayer",About a half-hour,Windows
478869,A Game About Literally Doing Your Taxes,Simulation,Not a Sailor Studios,Just another totally accurate simulation of doing your taxes. We swear.,https://notasailorstudios.itch.io/a-game-about-literally-doing-your-taxes,Released,4.5,591.0,"2D, Casual, Horror, Narrative, Pixel Art, Short, Singleplayer, taxes, Unity",A few minutes,"Windows, macOS"
483287,A Painted Ocean,Simulation,Neil Thapen,Sailing man-of-war simulator,https://thapen.itch.io/painted-ocean,On hold,4.9,15.0,"Historical, ocean, Physics, realistic, Sailing, sea, ship, slow, weather",About a half-hour,Windows
487570,Throw Cubes into Brick Towers To Collapse Them,Simulation,nothke,,https://nothke.itch.io/tower,Released,4.3,170.0,,,Windows
488124,One Last Planet,Action,Ichidown,A combination of Risk of Rain and Faster Than Light.,https://ichidown.itch.io/one-last-planet,In development,4.1,20.0,"Action-Adventure, Exploration, Pixel Art, Roguelike, Roguelite, Side Scroller, Space",A few minutes,"Windows, Linux, Android"
488821,OTHER: Her Loving Embrace [KS DEMO],Role Playing,Pringle,A stylish turn-based RPG/action platformer hybrid.,https://pringle.itch.io/other-demo,In development,4.9,66.0,"2D, GameMaker, Metroidvania, Pixel Art, Side Scroller, Top Down Adventure, Turn-based",A few hours,Windows
489790,Sandspiel,Simulation,maxbittker,A Falling Sand Game: Paint & Build with 20 Pixel Elements,https://maxbittker.itch.io/sandspiel,Released,4.7,105.0,"Physics, Relaxing, Sandbox",A few seconds,HTML5
491622,They Came From a Communist Planet,Action,Colestia,"A socialist parable of greed, aliens, and riots.",https://colestia.itch.io/they-came-from-a-communist-planet,Released,4.5,79.0,"3D, Aliens, Atmospheric, Destruction, Experimental, First-Person, Low-poly, political, Singleplayer",About a half-hour,"Windows, macOS, Linux"
491795,Into Samomor,Role Playing,Sang Hendrix,A psychological horror action RPG where everyone can be eliminated and your choices change the entire plot.,https://sanghendrix.itch.io/intosamomor,In development,4.4,14.0,"Action-Adventure, Action RPG, Exploration, Horror, Pixel Art, Psychological Horror, RPG Maker, Story Rich",About a half-hour,Windows
492077,Dr. Signal's Strange Machine,Adventure,Caramel,In which a scientist speaks to the dead.,https://caramel.itch.io/strangemachine,Released,4.7,171.0,"2D, Atmospheric, Bitsy, Narrative, Pixel Art, Yuri",A few minutes,HTML5
493946,Ignis Universia: Eternal Sisters Saga,Visual Novel,Arto Koistinen,Save the world with the Chosen Sisters in this epic 15 minute adventure!,https://arzi.itch.io/ignis-universia,Released,4.1,323.0,"Fantasy, JRPG, Ludum Dare 45, Pixel Art, Story Rich",A few minutes,"HTML5, Windows, macOS"
494724,Ancient Dungeon Beta,Action,ErThu,Ancient Dungeon VR is a rogue-lite dungeon crawler with procedurally generated dungeons.,https://erthu.itch.io/ancient-dungeon-vr-alpha,In development,4.8,120.0,"Dungeon Crawler, Pixel Art, Procedural Generation, Roguelike, Roguelite, Virtual Reality (VR), Voxel",About a half-hour,"Windows, Android"
495367,Avarice,Adventure,DarkMode,A first-person psychological horror game inspired by P.T.,https://teamdarkmode.itch.io/avarice,Released,4.5,68.0,"Atmospheric, Creepy, First-Person, Horror, Narrative, Psychological Horror, Singleplayer, Spooky, Story Rich",About a half-hour,Windows
495449,OVERGAME ★,Adventure,OVERBOY ツ,"Funny Meta Game with Plot Twists. ""The Game is a Liar""",https://overboy.itch.io/overgame,Released,4.6,206.0,,,
495948,Draw Your Own Adventure,Adventure,Dashing Ashes,Ludum Dare 45 game with a theme Start WIth Nothing,https://dashingashes.itch.io/draw-your-own-adventure,In development,4.6,267.0,"2D, Creative, Fantasy, Funny, Hand-drawn, Ludum Dare, Ludum Dare 45, Singleplayer, Story Rich",,"HTML5, Windows"
496315,Triggore,,FrankieSmileShow,,https://frankiesmileshow.itch.io/triggore,Released,4.6,88.0,"Horror, Ludum Dare 45, Shoot 'Em Up, Survival Horror",,HTML5
500035,Tanuki Sunset Classic,Racing,Rewind Games,Raccoons riding longboards on this retro themed relaxing arcade game,https://rewindgames.itch.io/tanuki-sunset,Prototype,4.7,1517.0,"Arcade, Casual, High Score, infinite-runner, Relaxing, Score Attack, Skating, Synthwave",About a half-hour,"HTML5, Windows"
500563,Tomboy Adventure,Adventure,tomboyDrive,Explore the sunlit island together.,https://tomboydrive.itch.io/tomboyadventure,In development,4.4,64.0,"3D, Anime, Exploration, Oculus Quest, Oculus Rift, pico, Relaxing, Virtual Reality (VR)",About a half-hour,"Windows, Linux, Android"
503101,Forgotten School / 忘れられた学校,,AzaGameStudio,Short Japanese VHS Horror,https://azagamestudio.itch.io/forgotten-school,Released,3.9,96.0,"3D, Experimental, First-Person, Horror, horror-games, indie-horror, Mystery, Psychological Horror, Singleplayer, Story Rich",,Windows
505117,Kyle is Famous,Interactive Fiction,Ducky,Kyle prepares for his most important interview yet. Decide his path through 21 endings in this comedic adventure.,https://ducky-dev.itch.io/kyle-is-famous,Released,4.7,257.0,"Funny, Mystery, Point & Click, Short, Singleplayer, Story Rich",A few minutes,"HTML5, Windows, macOS, Linux, Android"
506750,Bug Fables: The Everlasting Sapling,Role Playing,DANGEN Entertainment,An adventure RPG following three heroes as they embark on an epic quest in Bugaria!,https://dangen-entertainment.itch.io/bug-fables,Released,4.9,41.0,"bug-fables, everlasting-sapling, Indie, moonsprout-games, paper, role-playing-game, Turn-Based Combat",,Windows
506793,Fleeting Demo v.1.2 [BL],Visual Novel,xxmissarichanxx,A space cadet does some soul-searching...,https://xxmissarichanxx.itch.io/fleeting,In development,4.6,21.0,"Bara, Boys' Love, Dark, Gay, Horror, LGBT, Sci-fi, Space, Story Rich",About an hour,"Windows, macOS, Linux"
506815,CLICK OF CTHULHU,Simulation,Studio Black Flag,BUILD THE DOOMED CITY OF R'LYEH AND AWAKE CTHLHU! FHTAGN!,https://studio-black-flag.itch.io/click-of-cthulhu,Released,4.2,137.0,"2D, City Builder, Clicker, cthulhu, Management, Minimalist, Pixel Art, Retro, Sandbox, Time Attack",,"HTML5, Windows"
507952,Haunted Lands,Platformer,alevgor,DOS style action platformer,https://alevgor.itch.io/haunted-lands,Released,4.6,38.0,"2D, Dark, GameMaker, Gore, Monsters, Pixel Art",,"HTML5, Windows"
508242,Ecila,Adventure,Emlise( formerly faxdoc ),Lord of knives,https://emlise.itch.io/ecila,Released,4.7,75.0,"Pixel Art, Short, Singleplayer",About a half-hour,Windows
508416,WALLS,Interactive Fiction,Redact Games,"A 5-minute lofi horror vignette, part of the Haunted PS1 2019 Jam.",https://redactgames.itch.io/walls,Released,4.5,33.0,"Horror, lofi, Short",,Windows
508592,Peglin - A Pachinko Roguelike,Role Playing,Gedig,Take aim and fire to defeat your enemies in this unique Pachinko Roguelike.,https://gedig.itch.io/peglin,In development,4.7,58.0,"16-bit, 2D, Arcade, Boss battle, Mouse only, Pixel Art, Roguelike, Roguelite, Singleplayer, Unity",About an hour,"Windows, macOS"
510625,FLESHBIRDS,,germfood,You are birdfood!,https://germfood.itch.io/fleshbirds,Released,4.4,85.0,"Atmospheric, First-Person, Halloween, Horror, Pixel Art, Singleplayer, Survival Horror, Unity, Violent",,Windows
511571,No Players Online,Shooter,papercookies,you find an abandoned fps game on an old computer. you decide to play it.,https://papercookies.itch.io/no-players-online,Released,4.5,784.0,"3D, FPS, Horror, meta, Narrative, Retro, Walking simulator",A few seconds,Windows
517215,Pizza Tower ETB/Demo 0 (Original ZIP),Platformer,SuperPiter,,https://superpiter.itch.io/pizzatowerdemo0reshare,Released,4.8,6.0,,,Windows
517892,Murder Mansion (GB-Studio Game),Puzzle,Jan Schneider,Short detective game made with GB-Studio.,https://jan-schneider.itch.io/murder-mansion,Released,4.5,104.0,"2D, Detective, Game Boy, Mystery, Pixel Art, Retro",A few minutes,HTML5
520444,Glittermitten Grove,Strategy,Twinbeard,Grow plants and build treehouses in this magical land of faerie delights!,https://twinbeard.itch.io/glittermitten-grove,Released,4.3,151.0,"faeries, fireworks, Gardening, Physics, secrets",About an hour,"Windows, macOS, Linux"
521688,Historia Chapter 1 - Doug,Visual Novel,Lucid A96,A kinetic horror novel from Lucid Akumu,https://lucid-a96.itch.io/historia-act-1-doug,Released,4.6,45.0,"glitch, historia, Horror, Kinetic Novel, Psychological Horror, rainbow-serpent, snake, Thriller",A few hours,
523323,Unciv,Strategy,yairm210,Open source 4X civilization-building game,https://yairm210.itch.io/unciv,In development,4.8,308.0,"2D, 4X, civ, civilization, Moddable",A few seconds,"Windows, Linux"
524424,Pinkie Pie's Cupcake Party,Survival,Eight Blackey,Turn Em' All Into Tasty Cupcakes,https://eightblackey.itch.io/pinkie-pies-cupcake-party,Released,4.1,34.0,"3D, Fangame, First-Person, Horror, my-little-pony, pinkamena, ponies, Survival Horror, Unity",,"Windows, macOS, Android"
525666,Jabberwocky,Role Playing,Polyducks,A narrative gameboy RPG,https://polyducks.itch.io/jabberwocky-gameboy,Released,4.5,21.0,"2D, Fantasy, Game Boy, Game Boy ROM, gbstudio, Narrative, Pixel Art, Story Rich",,HTML5
528213,Gun Knight,Shooter,Stepford,A knight who modifies his gun by changing its attachments.,https://stepford.itch.io/gun-knight,Released,4.5,394.0,"Fangame, Fantasy, Loot, Pixel Art, Retro, Roguelike, Roguelite, Shoot 'Em Up",A few minutes,"HTML5, Windows"
528240,Don't Escape: 4 Days to Survive,Adventure,Armor Games Studios,Survive and escape through four days at the end of the world in this post-apocalyptic point-and-click thriller.,https://armor-games-studios.itch.io/dont-escape-4-days-to-survive,Released,4.8,51.0,"Atmospheric, dont, escape, Escape Game, Pixel Art, Point & Click, Singleplayer, Story Rich",,"Windows, macOS"
529121,Adiasis,Role Playing,Crepecroop,A turn-based RPG where you can avoid all enemy attacks!,https://crepecroop.itch.io/adiasis,Released,4.6,155.0,"2D, Female Protagonist, gamepad, JRPG, Pixel Art, Retro, Singleplayer, Top-Down",,Windows
529635,DEEP (Beta),Shooter,Fellowship of the Game,Classic style FPS game,https://fog-icmc.itch.io/deep,In development,4.3,61.0,"3D, Doom, First-Person, FPS, Lovecraftian Horror, quake, quake-like, Sci-fi, Singleplayer",A few minutes,"HTML5, Windows, macOS, Linux"
534659,LooPatHerO (alpha of Loop Hero),Role Playing,Four Quarters team,,https://fourquarters.itch.io/loopathero-demo,In development,4.7,43.0,"chiptune, Fantasy, fourquarters, Pixel Art, random, Roguelike",,"Windows, Linux, Android"
537118,Upheaval,Interactive Fiction,Alex Leone,Text-based open world roguelike,https://leonegaming.itch.io/upheaval,In development,4.9,8.0,"Exploration, Fantasy, Medieval, Open World, Roguelike, Roguelite, Story Rich, Text based, Turn-based",About an hour,"Windows, macOS, Linux, Android"
541099,Super Mario Fusion: Revival,Platformer,Fusion Fangaming,"Sister project to MKF, with bigger focus on Mario gameplay",https://fusion-fangaming.itch.io/super-mario-fusion-revival,Canceled,4.6,10.0,"16-bit, 2D, Fangame, Pixel Art",,Windows
541745,Bird Creator,,Sweaters,Create your own bird!,https://sweaters.itch.io/birdcreator,In development,4.8,36.0,"Creative, Pixel Art, Retro",A few minutes,HTML5
542757,Pengu,,Schwegg,Relax on a tiny island,https://schwegg.itch.io/pengu,Released,4.8,30.0,"Atmospheric, Fishing, LÖVE, Minimalist, Relaxing",,"Windows, macOS, Linux"
543813,The White Door,Adventure,Second Maze,A Rusty Lake puzzle adventure,https://secondmaze.itch.io/the-white-door,In development,4.5,330.0,"Escape Game, Point & Click",,"Windows, macOS"
543894,Deep Forest,Adventure,Small is Beautiful,Magical adventure in a wicked forest.,https://small.itch.io/deep-forest,Released,4.8,41.0,"Animals, Game Boy, Pixel Art, Retro, witch",A few minutes,HTML5
547803,Toasty: Ashes of Dusk,Adventure,Pocket Llama,A Unique Adventure RPG starring a courageous Marshmallow,https://pocketllama.itch.io/toasty,In development,4.8,48.0,"Action-Adventure, Action RPG, Comedy, Controller, Exploration, Singleplayer, Story Rich, Top-Down, Top Down Adventure",A few minutes,Windows
552652,Grey-Box Testing,Puzzle,Sam Hogan,Exploit bugs to pass levels,https://samhogan.itch.io/grey-box-testing,Released,4.7,1099.0,"3D, Atmospheric, Experimental, First-Person, Funny, glitch, mind-bending, Puzzle-Platformer, Unity",,"HTML5, Windows"
556259,Alisa | Demo,Adventure,Casper Croes,classic retro late-90s horror themed action adventure,https://caspercroes.itch.io/alisa-demo,Released,4.6,202.0,"3D, 90s, Female Protagonist, Horror, Low-poly, PSX (PlayStation), Retro, Third Person, Unity",,"Windows, macOS, Linux"
558218,Desktop Goose,,samperson,I have created a goose that lives on your desktop. He is an asshole.,https://samperson.itch.io/desktop-goose,Released,4.8,1741.0,"Creative, desktop, goose, Virtual Pet",,"Windows, macOS"
562655,Millie and Molly (C64),Puzzle,Thalamus Digital Publishing Ltd.,The critically acclaimed puzzle game for the C64,https://thalamusdigital.itch.io/millie-and-molly,Released,4.9,41.0,"2D, 64, 8-Bit, commodore, Commodore 64, Retro",About a half-hour,
563501,Epic Battle Fantasy 5,Role Playing,"Matt ""Kupo"" Roszak","A turn-based JRPG, full of silly dialogue, anime fanservice, strategic combat, and monster catching!",https://kupo-games.itch.io/epic-battle-fantasy-5,Released,4.7,34.0,"Anime, Cute, JRPG, Turn-based",A few hours,"Windows, macOS, Linux"
564238,NIGHT OF THE CONSUMERS,,germfood,RETAIL IS HELL,https://germfood.itch.io/nightoftheconsumers,Released,4.4,714.0,"3D, Comedy, First-Person, Horror, Pixel Art, Retro, Singleplayer, Survival Horror, Unity",,Windows
565813,Rev,Action,Emlise( formerly faxdoc ),A game about foxes,https://emlise.itch.io/rev,Released,4.6,131.0,"2D, Atmospheric, Cute, Pixel Art, Short, Singleplayer, Time Attack, Top-Down",A few minutes,Windows
566214,Last Train Home,Adventure,hby,A short game about a guy stuck on a train.,https://hby.itch.io/last-train-home,Released,4.5,2230.0,"2D, Atmospheric, Horror, Pixel Art",,"HTML5, Windows"
566302,Powa!,Platformer,aiguanachein,A cute and simple platformer for GameBoy/GameBoy Color/Super Game Boy,https://aiguanachein.itch.io/powa,Released,5.0,7.0,"8-Bit, Game Boy",,
567671,Andromeda Six | Star Crossed Lovers,Visual Novel,Wanderlust Games,An Andromeda Six Side-Story,https://wanderlust-games.itch.io/andromeda-six-star-crossed-lovers,Released,4.8,577.0,"Amare, Cyberpunk, Dating Sim, Meaningful Choices, Romance, Sci-fi, Story Rich",,"Windows, macOS"
568051,FeedVid,Puzzle,Varun R.,Strange videos appear on your phone.,https://varunramesh.itch.io/feedvid,Released,4.5,404.0,"Creepy, Horror, meta, Parody",About a half-hour,"HTML5, Windows, macOS, Linux, Android"
569216,The Purrfect Valentine,Visual Novel,khywae,A Valentine's Day fangame with Chat Noir from Miraculous Ladybug,https://khywae.itch.io/the-purrfect-valentine,Released,4.8,127.0,"2D, chat-noir, Cute, Dating Sim, miraculous-ladybug, Otome, Romance, valentines-day",A few minutes,"Windows, macOS, Linux"
570504,The Torture Game 2X,,CaCh,A sandbox game,https://cach.itch.io/the-torture-game-2x,Released,4.5,42.0,"2D, Sandbox, Violent",A few seconds,Windows
571125,Wishing Sarah,Adventure,Asteristic Game Studio,Help Sarah traverse her weird dreams once more!,https://asteristic.itch.io/wishing-sarah,Released,4.6,78.0,"Game Boy, gb-studio, gbstudio, Pixel Art",,"HTML5, Windows"
571596,Enter Furry World,Visual Novel,RitchLombaroo,Furry bromance,https://ritchlombaroo.itch.io/my-first-visual-novel,In development,4.7,190.0,"Animals, Fantasy, Furry, Mystery, relationship, Ren'Py, Singleplayer",,"Windows, macOS, Linux, Android"
571792,Old Tower (Commodore 64),Platformer,RetroSouls,You play as a little explorers in a towers full of deadly traps,https://retrosouls.itch.io/old-tower-commodore-64,Released,4.9,18.0,"Commodore 64, Pixel Art, Retro",,
571912,The Bookshelf Limbo,Interactive Fiction,Deconstructeam,Pick a comic book for your father's birthday.,https://deconstructeam.itch.io/the-bookshelf-limbo,Released,4.7,127.0,"Atmospheric, Comics, LGBT, LGBTQIA, Narrative, Point & Click, Short, Simple, Slice Of Life",,Windows
573563,tomorrow won't come for those without ██████,Puzzle,etherane,"That day, we told a lie.",https://etherane.itch.io/twc,Released,4.7,143.0,"2D, Atmospheric, Minimalist, Pixel Art, RPG Maker, Short",About a half-hour,"Windows, macOS, Linux"
578538,Kandria,Action,Shinmera,A 2D hack and slash platformer in the post apocalyptic future,https://shinmera.itch.io/kandria,Released,4.9,10.0,"2D, Action RPG, Atmospheric, Hack and Slash, Pixel Art, Post-apocalyptic, Sci-fi, Singleplayer, Story Rich",About a half-hour,"Windows, Linux"
578874,Date with Modeus,Visual Novel,SeireiART,Are you a fan of Modeus? then you're in the right place my friend.,https://seireiart.itch.io/date-with-modeus,Released,4.0,18.0,"2D, Casual, Comedy, Dating Sim, Fangame, helltaker, Relaxing, Ren'Py, Singleplayer",About an hour,"Windows, macOS, Linux"
581230,LunarLux,Adventure,CosmicNobab,Unleash your Lux! Your RPG Adventure on the Moon Awaits!,https://cosmicnobab.itch.io/lunarlux,Released,4.7,66.0,"2D, Action RPG, Anime, Female Protagonist, JRPG, Pixel Art, Singleplayer, Turn-Based Combat",A few hours,
582128,Eternower,,Rokas,Minimalistic Tower Defense,https://rokasv.itch.io/eternower,Released,4.1,14.0,"2D, Minimalist, Pixel Art, Tower Defense, Turn-based",About a half-hour,"HTML5, Windows, macOS, Linux"
582335,Seduce Me The Complete Story,Visual Novel,Michaela Laws,"The Complete Story of the Demon Arc ""Seduce Me the Otome""",https://vamichaelalaws.itch.io/seduce-me-the-complete-story,Released,4.4,94.0,"Dating Sim, Ren'Py, Romance, Singleplayer",,"Windows, macOS, Linux, Android"
582861,Discover My Body,,Yames,Body Horror/Comedy,https://pantagruel.itch.io/discover-my-body,Released,4.7,524.0,"2D, Atmospheric, Exploration, Horror, Pixel Art, Short",,"Windows, macOS, Linux"
583081,Shutter Stroll,,Jannik Boysen,generative photography simulator,https://jannikboysen.itch.io/shutterstroll,Released,4.5,213.0,"Atmospheric, Colorful, Cozy, First-Person, nature, photography, Procedural Generation, Relaxing, Short, Walking simulator",About a half-hour,"Windows, macOS, Linux"
583084,Book Hunter,Puzzle,watabou,Find rare books in the haunted infinite Library,https://watabou.itch.io/book-hunter,In development,4.3,96.0,"Non violent, Pixel Art, Roguelike, Roguelite",About a half-hour,HTML5
583454,OneShot,Role Playing,Future Cat Games,A surreal puzzle adventure game with unique mechanics / capabilities.,https://futurecatgames.itch.io/oneshot,Released,4.9,1118.0,"2D, Cute, meta, Pixel Art, Singleplayer, Story Rich",A few hours,"Windows, Linux"
584463,UnReal World,Role Playing,Enormous Elk,The cult classic open-ended wilderness survival roguelike taking place in the ancient North during the late iron-age.,https://enormous-elk.itch.io/unreal-world,Released,4.9,40.0,"Historical, Open World, Roguelike, Sandbox, Singleplayer",A few hours,"Windows, macOS, Linux"
585053,Waterworks!,Card Game,scriptwelder,Can you help provide the medieval town of Grudziądz with water?,https://scriptwelder.itch.io/waterworks,Released,4.8,784.0,"Board Game, Economy, Historical, Medieval",A few hours,HTML5
587312,DustSim,Simulation,Kodub,Simulate millions of independent particles in realtime with this physics sandbox.,https://kodub.itch.io/dustsim,Released,4.7,129.0,"2D, Abstract, Creative, Gravity, Mouse only, particles, Physics, Relaxing, Sandbox",A few minutes,HTML5
589627,GUN NIGHT,Action,bilge,Multiplayer Hotline Miami,https://bilgetbd.itch.io/gun-night,,,,,,
