,game_id,title,genre,author,text,link
381,119294,Submachine Universe,Adventure,Mateusz Skutnik,N/A,https://mateuszskutnik.itch.io/submachine-universe
382,2862552,Processor Tycoon,Simulation,CoffeeHeaven,Create your own hardware and dominate the semiconductor industry!,https://coffeeheaven.itch.io/processor-tycoon
383,1915735,Celeste Classic,Platformer,hteumeuleu,A 1-bit port of Celeste Classic on Playdate.,https://hteumeuleu.itch.io/celeste
384,63589,windowframe,Platformer,Daniel Linssen,a game whose window you can manipulate,https://managore.itch.io/windowframe
385,1922888,Station Saturn,Action,Maksim Chmutov,Fast-paced endless FPS,https://booleet.itch.io/station-saturn
386,1879585,The Final Pin,Adventure,JordiBoi,He’s still out there…,https://jordiboi.itch.io/the-final-pin
387,59338,Saving Princess,Adventure,BRAINOS,"""IF THEY GET PRINCESS, THE WAR IS LOST.""",https://brainos.itch.io/savingprincess
388,1744815,Boba Simulator,Simulation,Napas,"Tiny Boba Tea shop simulator. Manage recipe, stock, customer satisfaction.",https://jetamp.itch.io/boba-simulator
389,1224810,Squid Game,Survival,FarwalDev,"Game based on the popular series on Netflix, Squid Game.",https://farwaldev.itch.io/squid-game
390,95189,WORLD OF HORROR,Role Playing,panstasz,1bit adventure game of cosmic horror inspired by the work of Junji Ito,https://panstasz.itch.io/world-of-horror
391,1936153,Creative Destruction 2,Shooter,HYpermini,Battle royale,https://hypermini.itch.io/cdgame2noofficial
392,232934,The Final Earth 2,Simulation,Florian van Strien,Build a futuristic space colony!,https://flori9.itch.io/the-final-earth-2
393,2416091,Teaching Feeling - A christmas with you [BETA] - [English] - [Spanish] -[ More 12+],Visual Novel,Licenciado Samuel,Maybe the best gift I could give my little Sylvie.,https://licenciado-samuel.itch.io/teaching-feeling-a-christmas-with-you
394,1082044,Timeline,Simulation,edmond00,A minimalistic management game.,https://edmond00.itch.io/timeline
395,2477228,DONG DONG NEVER DIE: JUDGMENT DAY,Fighting,DismasThePenitent,The legendary cult classic fighting game returns!,https://dismasthepenitent.itch.io/dong-dong-never-die-judgment-day
396,2656478,Eyeless Jack,N/A,tayoDEV,Eyeless Jack Horror Game,https://tayoodev.itch.io/eyeless-jack
397,1110444,Ultra Custom Night,Survival,Ultra Custom Night,N/A,https://ultra-custom-night.itch.io/ultra-custom-night
398,1893547,We Never Left: <Standalone>,Adventure,FYRE Games,"On a dark and stormy night in 1983, the phone rings. “FINISH THE GAME”.",https://fyre-games.itch.io/we-never-left
399,1893547,We Never Left: <Standalone>,Adventure,FYRE Games,"On a dark and stormy night in 1983, the phone rings. “FINISH THE GAME”.",https://fyre-games.itch.io/we-never-left
400,340666,Eternal Home Floristry,Interactive Fiction,Deconstructeam,A game about criminals preparing flower arrangements.,https://deconstructeam.itch.io/eternal-home-floristry
401,147837,Mermaid Splash! Passion Festival,Visual Novel,Sofdelux Studio,Mermaids! Passions! 23 endings!! Help CiCi follow her dreams~,https://sofdelux.itch.io/mermaid-splash
402,225997,Dépanneur Nocturne,Adventure,KO_OP,◇ a late-night shopping adventure ◇,https://ko-op.itch.io/dep-nocturne
403,40576,Investigator and the Case of the Unconventional Weapon,Adventure,theskyandthesea,Investigator is a point and click whodunnit about an alligator who investigates cases.,https://theskyandthesea.itch.io/investigator-the-unconventional-weapon
404,916026,Super Auto Pets,Card Game,teamwood,Chill online auto battler,https://teamwood.itch.io/super-auto-pets
405,251501,SUPER MARIO Power Star Frenzy,Platformer,ИICK★,"A Mario fangame that puts some effort into it, and tries to stand out a bit.",https://nick64.itch.io/smpsf
406,870996,Escape Room - The Sick Colleague,Puzzle,olipool,"You only wanted to make a visit to your sick colleague, but what you encounter is beyond your imagination.",https://olipool.itch.io/escape-room-the-sick-colleague
407,2869923,Deep Snow Delivery,Adventure,Drenindok,Make deliveries across a frozen wasteland in a WW2 tank fitted with a storage bucket and claw arm.,https://drenindoku.itch.io/deep-snow-delivery
408,1348193,Esper: Fugitive,Interactive Fiction,petrichor,A dystopian urban fantasy interactive fiction game,https://sereinpetrichor.itch.io/esper-fugitive
409,1173730,The Well,Adventure,Yames,Lovecraftian Body Horror Loveletter,https://pantagruel.itch.io/the-well
410,3111636,Pine Point: Insomniac,Visual Novel,Zeddyzi,"Surreal, small-town shenanigans.",https://zeddyzi.itch.io/pine-point-insomniac
411,1697686,Among Us Arena Ultimate,Fighting,starcutter,An Among Us Fighting Game Fangame,https://starcutter.itch.io/among-us-arena
412,2595922,Roses in The Flames Demo,Visual Novel,CringleDragons,"After a bizarre twist of fate renders you into a world inhabited by dragons, your first order of things is to survive.",https://cringledragons.itch.io/rosesintheflamesdemo
413,2295033,windowkill,Action,torcado,Something's wrong with the window...,https://torcado.itch.io/windowkill
414,2089360,ThunderRangers 雷霆遊騎兵,Visual Novel,ThunderRangers,Rangers Lead the Way,https://thunderrangers.itch.io/thunderrangers
415,2510281,carcass,Adventure,ToothandClaw,A Short Experimental Horror game about Cannibals & Insects.,https://toothandclaw.itch.io/carcass
416,1228289,LIMINAL DREAMS,Adventure,CrimsongCat,Explore dreams worlds and discover the truth behind them.,https://crimsongcat.itch.io/liminal-dreams
417,1993864,you are dough,Interactive Fiction,npckc,become bread,https://npckc.itch.io/you-are-dough
418,2492047,Celeste 64: Fragments of the Mountain,Adventure,Maddy Makes Games,Gear up for the Celeste 6th Anniversary Challenge!,https://maddymakesgamesinc.itch.io/celeste64
419,552652,Grey-Box Testing,Puzzle,Sam Hogan,Exploit bugs to pass levels,https://samhogan.itch.io/grey-box-testing
420,41815,Haque,Role Playing,Super∴Try,A glitchcore roguelike with something to hide. Fight cute monsters! Avoid death! Save the Game,https://supertry.itch.io/haque
421,1362657,Backpack Hero,Role Playing,Thejaspel,"The inventory management roguelike! Collect rare items, organize your backpack, and vanquish your foes!",https://thejaspel.itch.io/backpack-hero
422,571792,Old Tower (Commodore 64),Platformer,RetroSouls,You play as a little explorers in a towers full of deadly traps,https://retrosouls.itch.io/old-tower-commodore-64
423,1441275,Chronicles of Taldun: The Remainder,Visual Novel,Nim,"A story of love, death and lies.",https://nimphradora.itch.io/chronicles-of-taldun-the-remainder
424,172500,XOXO Droplets: Extended Edition,Visual Novel,GBPatch,A massive otome dating sim!,https://gbpatch.itch.io/xoxo-droplets-extended-edition
425,1995997,Rose garden sentiments,Visual Novel,teletuu,You talk to a pretty prince in a rose garden,https://teletuu.itch.io/rose-garden-sentiments
426,2795465,SUPER BO NOISE,Platformer,PuffballSpeakerBox,"A Total Conversion of Pizza Tower, Featuring Bo D. N.",https://puffballspeakerbox.itch.io/super-bo-noise
427,1504397,Disillusioned Reunion,Visual Novel,ChaniMK,Childhood friends reunite after 15 years...,https://chanimk.itch.io/disillusioned-reunion
428,457614,Songs of Syx,Strategy,Jake the Dondorian,A Fantasty City-State Simulator,https://songsofsyx.itch.io/songs-of-syx
429,2557309,Cosmic Reach,N/A,FinalForEach,A space themed block building game in pre-alpha,https://finalforeach.itch.io/cosmic-reach
430,415291,Slice of Scythe,Interactive Fiction,cnnmon,play as the cousin of death and terrorize suburbia for a hat,https://cnnmon.itch.io/slice-of-scythe
431,2384541,The Last Winter Knight,Visual Novel,ENDYSIS,Haunt a suit of armour. Free your past.,https://endysis.itch.io/winterknight
432,716894,78 Hour Rain,Survival,Signol_Games,The pale rain is coming.,https://signol-games.itch.io/78-hour-rain
433,1850948,巨人的肩膀/秘密的黑礁——圣诞特典篇,Interactive Fiction,Pankazzz123,岁末将至，圣诞再临，这一次，未了的夙愿能否实现...?,https://pankazzz123.itch.io/under-the-mistletoe
434,1072604,Project: Intellisphere,Action,stylemistake,Flight sim-cade with air combat in a cyberpunk futurism dystopia.,https://stylemistake.itch.io/intellisphere
435,802074,Shagster Online 2,Shooter,Totally Fungal,"Set 100 years before the original game, Shagster 2 is a multiplayer MMORPG set in the wild west! Yeehaw!",https://totally-fungal.itch.io/shagster-2
436,2907459,Blueprint Hell,Puzzle,egunan,Does your code have enough scalability?,https://egunan.itch.io/blueprint-hell
437,244653,Long Live The Queen,Role Playing,Hanako Games,Rule the world or die trying,https://hanakogames.itch.io/long-live-the-queen
438,2386872,Five night's at MOMOS,Strategy,AlvaKING,Esto lo hago por los momos,https://alvaking.itch.io/five-nights-at-momos
439,1626585,Ex-Zodiac,Shooter,Pixeljam,A fast-paced low-poly 3D rail shooter heavily inspired by classics of the early 90's.,https://pixeljam.itch.io/ex-zodiac
440,1683722,Tattoos and Tulips,Visual Novel,Meant to Bee Studios,A boys' love story between a grumpy florist and friendly tattoo artist.,https://meant-to-bee-studios.itch.io/tattoos-and-tulips
441,1523251,Illumination,Visual Novel,Cadin Batrack,A mini-comic featuring The Botanist,https://cadinb.itch.io/illumination
442,1410244,Who's Lila?,Adventure,Garage_Heathen,"A reverse-detective adventure, where you control your character's face",https://garage-heathen.itch.io/whos-lila
443,24484,RockRobin,Visual Novel,Happy Backwards,"Band Management Sim, with romance!",https://happybackwards.itch.io/rockrobin
444,240797,Minit,Adventure,Devolver Digital,Minit is a peculiar little adventure played sixty seconds at a time.,https://devolverdigital.itch.io/minit
445,240855,VA-11 Hall-A KIDS!,Adventure,SUKEBAN GAMES,What if the VA-11 Hall-A characters went to the same high school?,https://sukebangames.itch.io/valhallakids
446,1482363,Synthesis (Persona 5 Visual Novel),Visual Novel,ANTITHESIS: Joker/Crow Role Swap Zine,A Joker x Akechi Roleswap Visual Novel,https://antithesisvn.itch.io/synthesis
447,924919,The Catacombs of Solaris (original),N/A,Ian MacLarty,N/A,https://ianmaclarty.itch.io/catacombs-of-solaris-original
448,3271271,THE ROOSTER'S REVENGE [DEMO],Adventure,EpicSUS,"You are cooking scrambled eggs, but something went wrong...",https://epicsusgames.itch.io/the-roosters-revenge
449,573563,tomorrow won't come for those without ██████,Puzzle,etherane,"That day, we told a lie.",https://etherane.itch.io/twc
450,730766,Idle Tower Builder,Simulation,Airapport,Build the tower to the sky and beyond!,https://airapport.itch.io/idle-tower-builder
451,76077,Kentucky Route Zero,Adventure,cardboardcomputer,Kentucky Route Zero is a magical realist adventure game about a secret highway in the caves beneath Kentucky.,https://cardboardcomputer.itch.io/kentucky-route-zero
452,1391574,Geographical Adventures,N/A,Sebastian Lague,Fly around the world delivering packages to various countries.,https://sebastian.itch.io/geographical-adventures
453,47011,Streamline,Puzzle,Francois van Niekerk,Grow your line to reach the goal.,https://francoisvn.itch.io/streamline
454,129655,//TODO: today,Visual Novel,Boys Laugh +,A visual novel about figuring out life with the help of an AI,https://boyslaughplus.itch.io/todo-today
455,1963253,IF - Mafiafell,Interactive Fiction,Darkpetal16,"Play as a customizable ""Frisk"" through a mafia-run Ebott City in search of your missing brother.",https://darkpetal16.itch.io/if-mafiafell
456,263277,Mizuchi 白蛇心傳,Visual Novel,Aikasa Collective,Legend of the White Serpent with a yuri twist visual novel,https://aikasacolle.itch.io/mizuchi
457,2414536,Contract Boyfriend（demo）,Visual Novel,guoshu,契约男友,https://guoshu.itch.io/contract-boyfriend
458,188760,The Zium Museum,Simulation,The Zium Society,Enter The Zium Museum,https://theziumsociety.itch.io/the-zium-museum
459,1101792,Yrsa Major,Visual Novel,shibalist,A healing romance between a powerful woman and a gentle water spirit.,https://shibalist.itch.io/yrsa-major
460,254149,Mark of Belial,Visual Novel,boyfriend-to-death,N/A,https://boyfriend-to-death.itch.io/mark-of-belial
461,1599314,walk in the sun,Visual Novel,gg8473,Claire's got one goal - to spend time with her friend Jamie after school. Nothing's going to get in the way of that.,https://gg8473.itch.io/walk-in-the-sun
462,1171180,Mud Warriors - Gameboy,Adventure,Polyducks,A gameboy narrative exploration game,https://polyducks.itch.io/mud-warriors-gameboy
463,2277001,Cozy Cafe,Interactive Fiction,emstergoose,Live out your barista dreams in this cozy cafe simulator!,https://emstergrace.itch.io/cozy-cafe
464,2474768,First Base | DEMO,N/A,Frogcake,"A baseball bat, the wrong way home, and some blood. What can go wrong?",https://try-froggery.itch.io/first-base
465,876894,A Relaxing Typing Game,Educational,EAtkin,Type out public domain poetry and stories whilst listening to chill music,https://eatkin.itch.io/a-relaxing-typing-game
466,2768439,Mesmerizer Fangame,Adventure,Atena,"""Mesmerizer"" Fan-made Game",https://atena-fumei.itch.io/mesmerizer-fangame
467,528240,Don't Escape: 4 Days to Survive,Adventure,Armor Games Studios,Survive and escape through four days at the end of the world in this post-apocalyptic point-and-click thriller.,https://armor-games-studios.itch.io/dont-escape-4-days-to-survive
468,1145806,The Age of Hell,Action,Hellforge Studios,A new hell themed retro FPS game in the GZDoom engine,https://hellforge-studios.itch.io/the-age-of-hell
469,383934,Hedon Bloodrite,Shooter,ZanTheBonebreaker,Hedon is an old school FPS/adventure game running on the GZDoom Engine.,https://zanthebonebreaker.itch.io/hedon
470,998672,The Darkness Below,Role Playing,vlzvl,First Person Dungeon Crawler,https://vlzvl.itch.io/the-darkness-below
471,69899,Trick & Treat - Visual Novel,Visual Novel,Eternal Night Studios,A mystery/romance story in halloween midnight,https://eternal-night-studios.itch.io/trick-and-treat
472,1521100,Hakkenkast (ZX Spectrum),Action,Minilop,Dungeon Crawler for ZX Spectrum 48k & 128k,https://minilop.itch.io/hakkenkast
473,2357907,POOLS,Adventure,tensori,"Experimental exploration game. Game is about walking around, looking around and listening to the sounds.",https://tensori.itch.io/pools
474,508242,Ecila,Adventure,Emlise( formerly faxdoc ),Lord of knives,https://emlise.itch.io/ecila
475,2289267,The Lost Fear,Adventure,Rising Wolf Games,Escape from your nightmare...,https://rising-wolf-games.itch.io/the-lost-fear
476,1806064,AGE of Joy - retro arcade virtual gallery (Quest 2/3),Simulation,curifab,Play your favourite retro games in a virtual arcade gallery! (Quest2),https://curifab.itch.io/age-of-joy
477,543894,Deep Forest,Adventure,Small is Beautiful,Magical adventure in a wicked forest.,https://small.itch.io/deep-forest
478,1948914,Solitaire Battle,Card Game,diabolodev,An autobattling solitaire Balatro-like!,https://diabolodev.itch.io/solitaire-battle
479,1881272,A slippery adventure,Adventure,Oskar81,N/A,https://thymos81.itch.io/iframe-frameborder0-srchttpsitchioembed1881272bg-colorbdf9fcampf
480,1881272,A slippery adventure,Adventure,Oskar81,N/A,https://thymos81.itch.io/iframe-frameborder0-srchttpsitchioembed1881272bg-colorbdf9fcampf
481,1353356,ROJO: A Spanish Horror Experience,Survival,Miguel Moreno,Explore the apartment of a fascist,https://mmorenos95.itch.io/rojo-a-spanish-horror-experience
482,1500707,You And Me,Puzzle,Kathinka,A short GL RPG-Maker game made with washitape.,https://kathinkapng.itch.io/you-and-me
483,491622,They Came From a Communist Planet,Action,Colestia,"A socialist parable of greed, aliens, and riots.",https://colestia.itch.io/they-came-from-a-communist-planet
484,1514131,Quasimodo's Christmas Caper,Platformer,rwx designs,A Christmas themed arcade-style platform game for the Commodore 64.,https://rwxdesigns.itch.io/quasimodos-christmas-caper
485,2770217,Skittering Pines,Adventure,lunid,a cozy horror game with a ghost hunting moth!,https://lunid.itch.io/skitteringpines
486,1365045,UnDUNE II,Strategy,Paul Nicholas (Liquidream),"A demake of ""Dune 2"" - in PICO-8",https://liquidream.itch.io/undune2
487,3223767,Sprunki ultra sb3 file pack,N/A,PillowRipperITCHIO,More will come if i find the sb3 files so please follow or support me for more,https://pillowripperitchio.itch.io/sprunki-ultra-sb3-file-pack
488,749912,La Reliquia,Platformer,Roolandoo,Platform Adventure for Spectrum & MSX,https://roolandoo.itch.io/lareliquia
489,1029510,Station 141,Shooter,Maksim Chmutov,A short old-school FPS with fast gameplay and punchy weapons.,https://booleet.itch.io/station-141
490,583081,Shutter Stroll,N/A,Jannik Boysen,generative photography simulator,https://jannikboysen.itch.io/shutterstroll
491,1522359,BACKROOMS (.EXE),Simulation,ArgondevilGuiderods,Bizarre entitiy encounters in an infinitely large Backrooms,https://argondevilguiderods.itch.io/liminal
492,610128,Frontier Diver: Aquatic Research Simulation,Simulation,Modus Interactive,Search the depths for undiscovered life,https://modus-interactive.itch.io/frontier-diver
493,901999,Townseek (Jam Version),Simulation,Whales And Games 🐳,"Travel far and wide, discovering the exotic landmarks that the world has to offer!",https://whalesandgames.itch.io/townseek
494,1904297,Apocalyptic World,Role Playing,apocalyptic-world,Open World RPG sex slave game adult,https://apocalyptic-world.itch.io/apocalyptic-world
495,364611,Littlewood,Role Playing,SeanYoSG,The world has already been saved. Now it’s time to rebuild your town along with the hearts of those around you.,https://seanyosg.itch.io/littlewood
496,1693823,WitchCraft TD,Strategy,unikotoast,N/A,https://unikotoast.itch.io/witchcraft-td
497,2448117,Fia's Night Out,Role Playing,arcadekitten,A toddler walks around the city at night,https://arcadekitten.itch.io/fias-night-out
498,2873212,Late Homework | 遅れた宿題 [Demo],Adventure,sodaraptor,Retrieve your lost class assignments.,https://sodaraptor.itch.io/late-homework
499,2578651,Sylvie RPG: 7 Elf Apocalypse,Role Playing,sylvie,Go on a small adventure!,https://sylvie.itch.io/sylvie-rpg
500,1568247,Bugdom,Adventure,Iliyas Jorio,Save the Bugdom from Thorax's evil Fire Ants!,https://jorio.itch.io/bugdom
501,403815,Raider Kid and the Ruby Chest,Platformer,Cacareco Games,Explore the deepest depths of an ancient ruin and unveil its hidden secrets!,https://cacareco.itch.io/ruby
502,344507,Kaiju Super Datetech,Action,Powerhoof,31ST CENTURY DATING,https://powerhoof.itch.io/kaiju-super-datetech
503,1325702,Guns GirlZ: Operation Gekkou - Retro,Visual Novel,Mister Spaceman,A fan retranslation and tool to experience the story in English when playing Guns GirlZ,https://mister-spaceman.itch.io/guns-girlz-operation-gekkou-retro
504,792758,Ruff Times,N/A,PopPopBoat,A cute idle clicker about dogs! What could possibly go wrong?,https://poppopboat.itch.io/ruff-times
505,1713484,The Great Protector,Interactive Fiction,cassian,Play as the knight responsible for protecting the crown of the tiny kingdom of Tabalos.,https://cassian-if.itch.io/the-great-protector
506,2265699,Crossed Signals,N/A,Cinnamon Switch,18+ Bodyswap Visual Novel,https://cinswitch.itch.io/crossed-signals
507,1450561,Dragon Dinner Date (NaNoRenO 2022),Visual Novel,Astra Dragon,Have dinner with a dragon! A game made for NaNoRenO 2022,https://astraldrgn1.itch.io/dragon-dinner-date-2022
508,1653752,Gacha Multiverse [Gacha Mod],N/A,Jackmarrom12,Um mod para fãs de anime!,https://jackmarrom12.itch.io/gacha-multiverse-gacha-mod
509,3193556,A Tropical Christmas,Visual Novel,Temers Studio,How far would you go to reunite with your family? 🏖️,https://temers-studio.itch.io/a-tropical-christmas
510,2709861,Unknown Tapes - Demo,Adventure,traviteam,Analog Dinosaurs Horror,https://traviteam.itch.io/unknown-tapes-demo
511,84541,Blind Men,Visual Novel,Man-Eater Games,A boys' love visual novel about a supervillain and the spies that try to stop him.,https://maneatergames.itch.io/blind-men
512,415510,Geopolitics,Strategy,Beardy Bard,Casual turn-based wargame,https://beardybard.itch.io/geopolitics
513,264662,Control Room,Simulation,CAJJI,A strategic first person survival horror simulation. Now multiplayer.,https://cajji.itch.io/control-room
514,2032527,IF - Underswap,Interactive Fiction,Darkpetal16,COMPLETE: Play as a customizable Chara who has fallen into a hidden monster kingdom under Lake Ebott.,https://darkpetal16.itch.io/if-underswap
515,2032040,Dottore And The Spy,Visual Novel,byaku_to_kuro,Dating Sim Visual Novel Style,https://byaku-to-kuro.itch.io/dottore-the-spy
516,271459,Gachaverse Studio,Role Playing,Lunime,Dress up and Gacha in Gachaverse Studio!,https://lunime.itch.io/gachaverse
517,1914196,MOTH HOUSE,Adventure,kenforest,Horror collectible game about moths,https://kenforest.itch.io/moth-house
518,1583573,"""So, About Last Night...""",Interactive Fiction,Elissa Black,An interactive vampire hangover story.,https://expectproblems.itch.io/lastnight
519,543813,The White Door,Adventure,Second Maze,A Rusty Lake puzzle adventure,https://secondmaze.itch.io/the-white-door
520,1432620,Ghostophobia,Puzzle,Coseph #,Fan game by Phasmophobia,https://coseph-games.itch.io/ghostophobia
521,2693638,CHERNOZEM (PROTOTYPE),Survival,DeadKir,Co-op survival horror inspired by Resident Evil and Silent Hill,https://deadkir.itch.io/chernozem
522,1687693,Changed 3D,Adventure,TheWarTank,3D remake in UE5 of Changed.,https://thewartank.itch.io/changed-3d
523,746675,Three Lilies and Their Ghost Stories,Visual Novel,milk+ visual,"—Three different areas, three different decades, three different tales. A kinetic story anthology.",https://milkplus.itch.io/three-lilies
524,27564,VA-11 HALL-A PROTOTYPE,Visual Novel,SUKEBAN GAMES,Original Cyberpunk Jam Build,https://sukebangames.itch.io/va11proto
525,65747,New Ver. Nusantara: Legend of The Winged Ones,Visual Novel,SweetChiel,A fantasy otome visual novel with a strong flavour of Indonesia culture & romance (GxB),https://sweetchiel.itch.io/new-nusantara-legend-of-the-winged-ones
526,276535,Yearning: A Gay Story,Visual Novel,bobcgames,"Come out in college! Meet people, make friends, and maybe find a boyfriend?",https://bobcgames.itch.io/yags
527,2816104,Extracted,Action,Warlines Studios,Survive the conflict as a civilian.,https://warlines.itch.io/extracted
528,1770250,The Last Monday,Adventure,Alex Craig,This lasagna-loving feline has gotten locked out of the house and needs your help to get back in,https://alexcraig.itch.io/the-last-monday
529,336439,Izel's Observatory,Platformer,finalbossblues,An underwater action-adventure game.,https://finalbossblues.itch.io/izels-observatory
530,1168467,XESS,Strategy,Regnslöja,"Chess, but a lot",https://regnsloja.itch.io/xess
531,1555657,Curseball,Action,Kultisti,cursed curses!,https://kultisti.itch.io/curseball
532,906496,Game For Anna,Adventure,Desert Fox,Play with me Anna.,https://desertfox.itch.io/game-for-anna
533,2592473,My Neighbor Enide,Role Playing,arcadekitten,It always pays to be friends with your neighbors,https://arcadekitten.itch.io/my-neighbor-enide
534,3261154,Kinze 3200 12 row Planter,N/A,Squatch,N/A,https://squatchmonky.itch.io/kinze
535,2243754,Shared Beauty,Visual Novel,Night Asobu,"For beauty, how far would you go?",https://night-asobu.itch.io/shared-beauty
536,167215,LOCALHOST,Adventure,Aether Interactive,Place the drive into the gynoid body.,https://aetherinteractive.itch.io/localhost
537,144873,Old Man's Journey,Puzzle,Broken Rules,"A game about life, loss and hope.",https://brokenrules.itch.io/old-mans-journey
538,1513769,Foxo's Fun Schoolhouse,Survival,Nicec00lkidd,A fun e̶d̶u̶c̶a̶t̶i̶o̶n̶a̶l̶ game,https://nicec00lkidd.itch.io/foxos-fun-schoolhouse
539,2227877,Feed IT Souls,Platformer,Gumpy Function,A metroidvania for the GBC,https://gumpyfunction.itch.io/feed-it-souls
540,1466480,I Got Isekai'd AND I F***IN' HATE IT!,Visual Novel,OnionCuttingNinja,A comedy-focused Isekai parody Visual Novel,https://onioncuttingninja.itch.io/i-got-isekaid-and-i-fin-hate-it
541,2212770,Only Up Lite,Platformer,sop,A parkour game that make you go CRAZY !,https://sopdev.itch.io/only-up-lite
542,987268,Scarecrow CO-OP 2,Adventure,vlowoid,Cleanse a forest with your friends.,https://vlowoid.itch.io/scarecrow-co-op-2
543,1130050,The Keeper,Puzzle,Comp-3 Interactive,The light will lead you home,https://comp3interactive.itch.io/the-keeper
544,245298,Milkmaid of the Milky Way,Adventure,machineboy,"Award-winning, rhyming point'n'click adventure",https://machineboy.itch.io/milkmaid-of-the-milky-way
545,2676999,EarthRoyale 3 (Beta),Simulation,Lizzy,A map observation game,https://lizzycat03.itch.io/earthroyale-3
546,1519850,Infineural,Survival,Mike Klubnika,A short time dilation horror game.,https://mikeklubnika.itch.io/infineural
547,173796,Sagebrush,Adventure,Redact Games,Explore a cult compound in this narrative adventure game.,https://redactgames.itch.io/sagebrush
548,2715023,Xenosphere,Platformer,Nifflas,A golf-like platformer with adaptive music,https://nifflas.itch.io/xenosphere
549,2805989,WAIT! You can't love me! - DEMO,Visual Novel,iotenny,"When your academic rival wants to confess to you, just what are you supposed to say?",https://iotenny.itch.io/wait-you-cant-love-me
550,35729,Electric Highways,Adventure,Zykoveddy,Retro-futurism inspired surreal 3D adventure,https://zykoveddy.itch.io/electric-highways
551,2943487,The Stars Under Lockehurst,Visual Novel,Null Jam Games,"Something's killing people in Lockehurst, and it may or may not be an eldritch horror disguised as a cute human.",https://nulljamgames.itch.io/thestarsunderlockehurst
552,483287,A Painted Ocean,Simulation,Neil Thapen,Sailing man-of-war simulator,https://thapen.itch.io/painted-ocean
553,16569,Drift Stage [2014 Alpha Demo],Racing,Super Systems,N/A,https://supersystems.itch.io/driftstagealpha
554,736669,Touhou: Luminous Strike,Fighting,Nitori,1v1 Arcade and Netplay puzzle duel featuring Touhou's Marisa and Niwatari,https://nitori.itch.io/touhou-luminous-strike
555,1002252,PANZER SHOOT,Action,RtsDimon,Hit and drive!,https://rtsdimon.itch.io/panzershoot
556,901232,Code: Dino-H,Survival,Jim,Code: Dino-H is a survival horror game.,https://jmgennisson.itch.io/code-dino-h
557,34954,XYDONIA / ザイドニア,Shooter,Breaking Bytes,Action-packed Japanese-inspired retro SHMUP,https://breakingbytes.itch.io/xydonia
558,50324,Requiescence (BL Visual Novel),Visual Novel,Argent Games,Fantasy/Romance BL Visual Novel,https://argent-games.itch.io/requiescence
559,1924481,Yours Truly,Visual Novel,Nemukura Studio,A dare to a haunted house? Why isn’t it scary? Why is it trying to be nice?,https://nemukura-studio.itch.io/yourstrulyvn
560,1454757,Zorlok,Interactive Fiction,albie,Dark comedy about a demon and the nerdy teen they're bound to serve.,https://gamesbyalbie.itch.io/zorlok
561,1027533,Celestia [RELEASED],Visual Novel,owl.,brighten the world with your light and love,https://jellyfishparade.itch.io/celestia
562,196960,POST/CAPITALISM,Simulation,Colestia,Build a socialist utopia out of the ashes of late capitalism,https://colestia.itch.io/postcapitalism
563,138180,Everything,Simulation,David,Be the Universe,https://davidoreilly.itch.io/everything
564,2988671,Alma the Captive,Adventure,mineo,Atmospheric ADV on the theme of painting.,https://m1ne0h.itch.io/almathecaptive
565,1533594,OneBit PacMan (Playdate),Action,oscarbraindead,Classic arcade gameplay for your PlayDate console,https://oscarbraindead.itch.io/onebit-pacman
566,822886,UZG,Shooter,nex,A COD zombies inspired shooter.,https://dev-nex.itch.io/zombie-project-prototype
567,505117,Kyle is Famous,Interactive Fiction,Ducky,Kyle prepares for his most important interview yet. Decide his path through 21 endings in this comedic adventure.,https://ducky-dev.itch.io/kyle-is-famous
568,203447,LuftrauserZ,Shooter,RGCD.DEV,The official C64 conversion of the 2014 indie classic LUFTRAUSERS.,https://rgcddev.itch.io/luftrauserz
569,2911462,Getting Goopy,Puzzle,SilverGold,Scale up and shoot goo to solve puzzles!,https://siivergoid.itch.io/getting-goopy
570,874491,Colorful未来,Visual Novel,Honey Bunny,A VN about a girl going through an art block in the most important moment of her life.,https://honeybunny-of.itch.io/colorfulmirai
571,24775,The Rock the Paper and the Scissors,Rhythm,Zi,Western rhythm game with a humorous twist.,https://majormcdoom.itch.io/the-rock-the-paper-and-the-scissors
572,322138,THE ENIGMA MACHINE,Puzzle,ENIGMA STUDIO,STEP INTO THE DREAMSCAPE,https://enigma-studio.itch.io/the-enigma-machine
573,76416,ISLANDS: Non-Places,N/A,Carlburton LLC,A surreal trip through the mundane,https://carlburton.itch.io/islands
574,266192,Odd Realm,Simulation,UnknownOriginGames,Take control of a group of settlers to build a settlement that survives the passing seasons.,https://unknownorigingames.itch.io/oddrealm
575,694019,Out Of CTRL,Interactive Fiction,Ezra Szanton,A Creepy Pasta Come to Life,https://ezra-szanton.itch.io/out-of-ctrl
576,275634,IO Interloper,Simulation,DANG!,A corporate espionage hacking game.,https://dangstudios.itch.io/io-interloper
577,774375,radio.Signal,Visual Novel,Via,"A horror-themed visual novel about traversing a hospital in the dark, the creature that lurks within, and a radio.",https://via01.itch.io/radiosignal
578,2151837,Under the Castle,Adventure,Dani Diez,A classic rogue game for Playdate,https://dani-diez.itch.io/under-the-castle
579,2483551,Project Homecoming Haven,Simulation,Toge Productions,Embark on a heartwarming journey as a home cleaner specialist .,https://togeproductions.itch.io/homecoming-haven
